#{"t_start": 1753846520.0343614, "env_id": "None"}
r,l,t
2923.0483,4000,3049.763005
2822.4006,4000,3050.115027
3197.2703,4000,3050.23074
3719.199,4000,3065.303673
2993.1719,4000,3065.553236
3516.603,4000,3065.694269
1276.2834,4000,3065.916492
3228.971,4000,3080.589746
1902.4133,2304,3094.999361
2750.8774,3832,3095.379856
2510.9304,3830,3111.398106
1836.8746,2421,3111.667281
316.98474,989,3126.904565
1350.8301,2526,3127.093369
3392.2402,4000,3127.478198
3509.415,4000,3144.574382
3304.7532,3925,3144.719267
2311.807,4000,3145.282583
2504.2222,4000,3145.340501
3700.339,3998,3145.441394
1204.0161,3545,3145.622517
3342.9856,4000,3160.859258
2032.52,2981,3161.244607
1249.1008,1845,3161.344374
2875.084,3956,3161.594592
3124.0342,4000,3162.04386
964.8227,2194,3179.054328
2944.3918,3335,3179.145432
2784.312,3176,3194.951761
2533.293,4000,3228.29055
1907.9447,2771,3228.367662
2072.5608,3510,3228.650674
3558.0498,4000,3228.765201
1169.0621,2059,3242.990233
2247.7642,3424,3243.172773
1602.7863,3661,3243.874465
1153.7515,4000,3244.210572
3491.62,3857,3245.418159
3335.0413,4000,3259.43119
3056.268,3917,3259.69045
2892.9893,4000,3260.276671
2561.114,4000,3260.384223
2332.8093,4000,3261.013749
402.96213,750,3276.474042
3783.6667,4000,3292.102488
3218.073,3579,3292.200043
1035.0101,1247,3326.212923
1480.0089,2013,3326.343547
767.7662,1474,3326.95473
2524.959,4000,3327.96558
2748.9624,4000,3342.197769
3122.7554,4000,3342.479404
3052.4849,4000,3342.583435
2365.967,3253,3342.751296
3729.5903,4000,3342.869187
1776.1124,4000,3343.035199
2639.27,3158,3343.241938
1890.2983,4000,3343.783042
1969.9626,3726,3343.96352
2358.9229,4000,3344.176056
3846.8376,4000,3358.914464
934.8822,1106,3360.93145
388.61533,1534,3376.272274
475.81445,1562,3376.870141
1891.6497,4000,3377.311221
1736.9192,2564,3392.870427
1737.1653,2083,3393.163923
1311.2865,2540,3409.401116
3024.5288,3487,3410.533869
1598.7632,2795,3411.146489
1753.8354,2551,3411.186987
1133.7777,2540,3425.01232
2783.3984,4000,3425.244716
522.779,788,3426.081262
3523.909,4000,3441.714775
3532.3108,4000,3442.05806
2511.7085,4000,3456.962792
3335.6804,4000,3457.299293
3611.4194,4000,3474.787772
900.4175,1836,3474.841177
3295.2644,4000,3475.734961
2780.118,3706,3475.96469
3477.8875,4000,3476.387295
2873.6875,3657,3490.581218
2267.7573,4000,3491.267623
1811.7217,2281,3506.822972
1307.8845,2627,3507.506208
1403.7379,3883,3507.665972
3320.238,4000,3524.689941
3761.6863,4000,3524.73305
3247.9675,4000,3525.250082
3894.0342,4000,3540.79104
3914.5706,4000,3557.655943
2605.5857,4000,3557.998557
1352.0121,2015,3558.090167
1778.9315,2177,3558.665955
3217.455,4000,3573.998099
3782.2927,3999,3574.045438
2776.9663,3584,3574.378244
3713.7524,4000,3574.948888
861.8223,4000,3575.160938
1764.8921,2585,3590.36324
3679.7117,4000,3590.563393
2655.2212,2912,3590.829334
3350.7112,4000,3591.275312
1650.6823,4000,3606.552831
3437.2988,4000,3624.20484
3295.812,4000,3640.449386
2087.8572,3034,3641.011794
2427.3772,3378,3641.421177
2823.9028,3562,3641.583508
833.5,3202,3657.470917
3970.6968,4000,3658.091209
2440.819,3324,3673.915434
3365.8503,3842,3674.297442
3209.6558,4000,3675.929284
3506.5771,4000,3690.872081
3617.6958,4000,3691.874609
3734.0752,4000,3692.09331
3793.7961,4000,3692.353219
3334.5708,4000,3706.707971
3704.3755,4000,3707.298024
1982.2244,2885,3707.758073
1423.465,2435,3723.218766
2849.4692,4000,3724.770867
1951.0975,3379,3725.21687
3031.4304,4000,3756.057716
3789.6204,4000,3756.224515
1774.1831,3171,3756.668547
2993.2832,3334,3756.78619
3125.1028,4000,3757.795396
3434.8516,4000,3789.646869
1005.0181,4000,3790.232699
3302.1401,3628,3791.032959
2287.5051,3009,3791.160256
3449.6033,4000,3791.284606
2712.5742,4000,3806.074284
926.9449,1916,3806.232342
3628.1594,4000,3806.367004
3539.2249,4000,3807.378578
307.0859,652,3807.754977
3960.7434,4000,3822.61393
3691.7793,4000,3824.08522
1611.0507,2916,3824.190022
1432.002,4000,3839.949299
405.90585,1454,3840.56323
1885.9731,2229,3840.789493
710.8218,1321,3856.495635
1132.7113,2362,3856.618918
3537.0955,4000,3857.028454
949.34564,4000,3857.649622
1935.382,2603,3858.227497
2855.043,4000,3873.689278
1244.537,3525,3891.862408
3524.4194,4000,3907.71787
3104.2917,4000,3908.216708
1507.6946,2563,3908.571026
2987.9365,3780,3909.216401
2876.1042,4000,3923.90257
4303.1826,4000,3939.957751
3756.873,4000,3940.066422
2050.838,3222,3940.392559
2727.5835,4000,3940.475497
2628.2632,4000,3941.921906
2899.068,3846,3957.156882
3393.7786,4000,3957.512146
3934.8982,4000,3958.599168
2099.4988,4000,3974.067693
3463.624,4000,3974.554407
2314.4177,2566,3974.728111
1243.1625,2535,3975.452122
1708.316,2117,3991.107148
647.24176,959,3992.403721
2114.2778,4000,3992.596345
488.84244,1819,4008.135628
2893.5242,4000,4008.538857
2066.0862,2465,4008.920934
4017.2385,4000,4009.076704
3690.3113,4000,4023.272042
3118.565,4000,4039.694486
2761.1775,3872,4039.752063
3390.066,3915,4039.942388
1638.6022,2729,4040.430301
3538.7942,4000,4056.131851
3803.1758,3872,4057.197417
3064.871,3379,4072.474739
3759.8845,4000,4073.447353
4060.0442,4000,4089.647526
3453.834,4000,4090.095557
3126.5422,4000,4105.834599
2409.979,3575,4106.00192
1052.4918,2442,4106.308688
3186.6985,4000,4106.482036
3692.1763,4000,4106.883672
3755.217,4000,4107.381756
2951.4697,4000,4122.856972
1065.5028,1900,4123.487203
2362.499,3409,4138.754919
4160.2197,4000,4139.680372
3552.6973,4000,4139.735641
940.5721,1634,4155.104996
2860.73,3830,4156.271282
1651.6577,2372,4157.419642
3913.2917,4000,4172.639018
3103.2075,3936,4173.024882
2308.9104,3039,4173.579188
3119.841,3393,4190.121963
3510.4475,4000,4190.644046
3345.2278,4000,4206.064396
3465.5496,4000,4206.227622
2658.8188,3337,4207.54599
1403.3873,2506,4223.363853
3744.3296,4000,4223.496638
3049.598,3314,4223.782717
2210.4932,3589,4224.074606
1371.3251,1667,4241.170013
2279.9436,4000,4241.694191
3587.588,4000,4241.746625
3818.5962,4000,4257.479465
3313.4824,4000,4273.345624
2778.683,4000,4273.707371
4005.347,4000,4274.092513
1544.241,2229,4274.26505
3931.8127,4000,4274.66488
3676.5671,3532,4289.874471
4322.709,4000,4307.474169
3896.311,4000,4307.64044
2933.4587,4000,4309.016102
3891.9036,4000,4324.890699
3803.4556,4000,4325.018575
3824.103,4000,4325.520734
1147.0032,1858,4341.210057
2765.3667,3368,4341.308534
3439.8174,4000,4342.495223
2196.8916,2709,4342.779441
2888.2893,4000,4357.975623
2940.2065,3981,4359.128152
3991.2097,4000,4376.142219
3760.8713,4000,4376.50835
2000.0896,2605,4376.556535
4127.0796,4000,4376.947193
3891.2295,4000,4391.318399
1545.6215,2778,4408.298461
4102.2783,4000,4408.886699
3987.3127,4000,4423.750798
3437.0266,4000,4425.322138
3517.48,4000,4425.452341
3132.2014,4000,4425.953044
1310.8594,2295,4441.734775
2881.964,4000,4441.886087
4233.3794,4000,4457.918753
2038.9023,2812,4458.004522
3382.2852,4000,4458.250166
4135.1064,4000,4458.55217
2649.0217,4000,4474.323342
4086.1423,4000,4476.393753
4004.8123,4000,4491.744843
3922.9932,4000,4492.281337
2617.759,4000,4509.064034
1469.2994,2258,4509.146202
1576.8138,2919,4509.346415
1839.0924,2444,4509.46346
2603.985,3463,4509.642202
3863.8413,4000,4524.795695
3981.4404,4000,4525.38454
3997.186,4000,4527.079365
3309.161,4000,4542.595122
3900.893,4000,4543.372817
3452.3643,4000,4559.553281
4127.558,4000,4560.065486
3620.3936,4000,4576.068012
3784.9873,4000,4578.198877
3235.229,4000,4593.865934
4235.2715,4000,4594.393024
1921.4926,2860,4609.924922
4242.1836,4000,4611.013002
3407.378,4000,4611.099315
3738.9158,4000,4626.385151
3213.1584,4000,4626.502136
4070.4888,4000,4626.681868
3550.044,4000,4626.858161
3774.6597,4000,4627.445834
812.19965,1745,4627.630814
2588.8416,4000,4644.462878
2192.1233,3059,4644.52426
1722.9523,4000,4645.291556
3561.1418,4000,4661.606865
3016.2927,4000,4678.1425
1047.8746,1558,4678.679265
1163.538,1648,4678.921428
3778.2002,4000,4695.964259
3404.3672,4000,4696.500551
3441.401,4000,4712.639018
3838.3064,4000,4727.503478
4042.8198,4000,4727.587562
4263.001,4000,4727.782035
4013.4734,4000,4727.899261
3046.1597,4000,4728.081932
4123.832,4000,4728.262091
2338.956,2717,4728.781464
3443.465,4000,4728.896979
3821.593,4000,4729.082509
3296.1484,4000,4761.653313
2137.45,2751,4778.530974
2524.1997,3605,4779.142022
3533.037,4000,4779.498394
3504.1199,4000,4794.992257
1962.3313,3209,4795.886787
2762.6282,4000,4797.266679
3365.251,4000,4829.568032
1661.7899,4000,4829.648277
2483.8926,4000,4829.843594
3926.257,4000,4829.954735
3569.4905,4000,4830.128955
4107.7017,4000,4830.306429
2433.7397,4000,4845.341232
3681.3555,4000,4845.459609
3069.5266,4000,4845.639295
1946.3516,2614,4846.469318
1584.4906,2465,4847.760848
3328.8682,3808,4862.830298
198.77376,956,4863.992979
2981.219,3650,4880.292356
3940.0518,4000,4880.34648
4140.7573,4000,4897.593707
1704.3518,2392,4897.675985
3158.8276,4000,4914.070768
1805.717,2242,4914.773118
3603.7268,4000,4931.932296
3297.0303,4000,4932.011525
3320.0447,4000,4932.207029
4154.893,4000,4932.319231
3603.1213,4000,4932.507219
2953.7905,4000,4947.532457
3393.5608,4000,4948.052713
3494.806,4000,4949.06002
3363.8376,4000,4964.331794
3382.533,4000,4966.494187
4145.832,4000,4982.757168
3553.128,4000,4982.810226
2125.2952,3303,4998.3238
1468.3146,3334,4999.092082
175.43147,703,4999.277617
3387.6587,4000,5014.774556
3175.1223,4000,5014.855591
1658.5785,2214,5016.621333
2434.1934,3548,5032.916079
3597.3086,3526,5033.31516
3661.8245,4000,5034.194232
3712.3186,4000,5049.591465
3736.836,4000,5049.710837
2737.0474,4000,5050.023103
2656.3706,4000,5050.545056
3650.2925,4000,5066.234945
998.0781,1805,5083.321824
1439.982,2535,5083.321864
3865.4436,4000,5083.582954
2807.1094,3324,5084.104687
3104.2075,3747,5084.315896
1327.4967,3414,5101.508639
3533.4429,4000,5116.246522
3606.2756,4000,5116.4333
4315.629,4000,5116.899214
3591.9255,4000,5134.577562
873.2365,1048,5134.619013
3335.1304,3705,5134.746135
3206.2002,3698,5149.956222
2492.2236,3847,5150.033749
4416.8867,4000,5150.545018
2386.5432,4000,5151.344167
93.59786,234,5166.516894
3677.1064,4000,5166.943465
49.423542,317,5167.42241
3092.883,3831,5183.292484
1633.1934,2394,5183.352799
4039.4739,4000,5183.808547
3127.7607,4000,5184.060659
3110.7056,4000,5184.587241
4174.5137,4000,5184.797437
3797.4087,4000,5216.751838
3601.9646,4000,5216.822955
1694.2299,2394,5234.756254
3822.9897,4000,5235.695992
1211.2289,4000,5235.737138
3354.5757,4000,5249.940187
3371.854,3816,5250.027637
3793.2476,4000,5250.50455
3349.2544,4000,5251.074111
2191.59,2919,5266.946805
2716.8037,3510,5267.868997
2824.227,4000,5268.143591
652.28033,1434,5284.109437
3875.922,4000,5284.271727
3454.1865,4000,5285.622811
52.443626,258,5285.917451
4206.588,4000,5301.212555
3944.1392,4000,5301.421458
3100.6096,3201,5301.718372
3437.9563,3798,5318.278874
414.19614,1588,5319.28591
3123.6145,4000,5336.93028
3208.5278,4000,5352.867258
3921.7969,4000,5352.907032
3387.995,4000,5353.081339
3625.669,4000,5353.557721
3322.8035,4000,5354.118908
4302.6123,4000,5369.364071
3214.4927,3884,5370.193318
3754.046,4000,5370.317883
4105.27,4000,5387.62552
3912.2622,4000,5387.918922
4053.318,4000,5403.028402
3800.0698,4000,5403.234799
4163.4053,4000,5403.517889
429.19437,589,5419.805321
4267.5347,4000,5420.245816
3031.9211,3909,5421.026272
3236.094,3523,5437.199341
3985.7446,4000,5437.578901
711.4017,1860,5453.845417
3600.235,4000,5453.991426
3216.1199,4000,5454.171136
3278.0427,4000,5454.646778
3362.2192,3894,5454.92063
3034.3984,3607,5470.198726
3801.0225,4000,5470.3765
4258.6895,4000,5485.695225
4049.0242,4000,5502.24517
4208.9014,4000,5503.336162
3809.861,4000,5504.008964
1281.1013,2261,5504.598653
123.54198,410,5519.787422
2328.4365,3948,5519.988586
4441.4736,4000,5520.584448
4348.6025,4000,5536.377662
4290.51,4000,5537.837999
2369.5803,2649,5552.89886
3945.2305,4000,5553.021594
3353.9282,4000,5554.827889
4143.4385,4000,5555.010534
3443.969,4000,5570.357615
3366.278,4000,5570.632182
192.59201,574,5571.344139
3157.6033,4000,5571.504943
3990.1938,4000,5571.688084
3381.5825,4000,5603.935713
4135.1045,4000,5604.235068
3384.3496,4000,5621.1558
3960.4607,4000,5621.701497
2916.7012,4000,5621.905609
3980.384,4000,5622.510556
3904.2725,4000,5638.212454
63.216507,314,5639.069854
4213.637,4000,5654.598368
37.778496,267,5654.695472
3979.3647,4000,5654.93744
3749.5117,4000,5655.064754
2928.721,3640,5656.700987
4095.867,4000,5672.158182
3877.8804,4000,5672.650659
4231.072,4000,5673.592146
42.83465,377,5673.694856
2107.0564,4000,5673.774706
4401.5703,4000,5689.042644
2361.1113,3149,5689.451141
2672.9683,2758,5690.566002
2205.9138,3025,5706.078096
4096.1978,4000,5706.966715
1122.0764,1837,5707.328132
3778.548,4000,5723.343662
2568.284,4000,5739.539512
3785.279,3668,5755.688993
4272.055,4000,5756.332834
4394.3853,4000,5756.43762
3358.242,4000,5756.751183
2047.5178,2642,5772.616166
4398.2993,4000,5772.864187
3491.3608,3756,5774.783123
4306.8296,4000,5790.176593
4396.886,4000,5790.255029
3122.8042,4000,5790.437624
4016.0884,4000,5790.860913
2661.3857,3497,5791.226425
4045.0996,4000,5808.358526
4277.5317,4000,5823.641881
4458.146,4000,5825.334408
4359.6265,4000,5841.622695
3420.295,4000,5858.123081
3579.1443,3831,5858.401094
3519.2078,4000,5858.820405
3839.1565,4000,5859.202045
3792.9688,4000,5874.9942
3581.3523,4000,5875.249049
1589.6423,4000,5877.153655
3877.0085,3907,5892.562749
3894.7966,4000,5892.661442
4113.8384,4000,5892.738452
4564.926,4000,5893.291185
4075.3638,4000,5893.634292
21.422281,185,5908.547721
2208.4578,2961,5909.066213
3638.8494,3622,5909.666939
1283.499,2324,5924.983019
293.81885,603,5925.463301
3928.287,4000,5925.79967
4352.519,4000,5943.498843
4077.4746,4000,5959.884903
3331.4436,4000,5960.296835
4344.0,4000,5975.384508
3762.3074,4000,5976.005049
4365.905,4000,5976.251057
